ID	adj.P.Val	P.Value	t	B	logFC	AveExpr
rno-miR-22-3p	0.0064033880008021	0.00113838008903148	6.55544843399346	-0.778441451329502	-0.979554749565252	7.56664702777778
rno-miR-199a-3p	0.00734302450572294	0.00138701573996989	-6.28126909222283	-0.778880093784321	2.07969738706941	6.44088115555556
rno-miR-107-3p	0.00991082153226591	0.00198216430645318	5.80906229789148	-1.09209744704046	-0.776768667529664	5.75399975
rno-miR-212-3p	0.0122369214711457	0.00258335008835299	5.47695161443152	-1.42422163244387	-1.09003443253775	2.81675423055556
rno-miR-30a-3p	0.0127879479408308	0.00298385451952719	5.30240051344056	-1.5259266626843	-1.47689459665623	3.59422818888889
rno-miR-28-5p	0.0126949690815532	0.00282110424034514	5.36982609148505	-1.5786527849609	-0.434192081891873	2.34920745
rno-miR-30a-5p	0.0133283154241429	0.00326073816184442	5.19700374236857	-1.60585025004288	-1.14511087795349	5.56411875555556
rno-miR-497-5p	0.0158036026895881	0.0043898896359967	-4.85485571825801	-2.05890724981692	0.877437985325835	6.32553194166667
rno-miR-21-5p	0.0133283154241429	0.00340612505283651	-5.14575876070936	-2.17391313975828	1.15843752603606	7.42604114166667
rno-miR-125b-5p	0.0158036026895881	0.00422884592613114	-4.89695473990905	-2.29003821337234	0.879999420720408	7.13612148055556
rno-miR-320-3p	0.0189287737721199	0.00597223091404113	-4.51755501760154	-2.30598471603387	1.6520227269463	2.97921401611111
rno-miR-103-3p	0.0189287737721199	0.00609927154879418	-4.49508480471048	-2.30863534231333	0.324265701463696	5.61887924166667
rno-miR-30b-3p	0.0200582487570662	0.00690895234965614	4.36351769998667	-2.56323457706774	-1.30244994234432	2.52612394388889
rno-miR-125a-5p	0.0231439493452123	0.00822895976718659	-4.18317039915862	-2.60475016503588	0.728724183011193	4.15161988888889
rno-let-7g-5p	0.0174474443336296	0.00523423330008889	4.6600690421803	-2.8164519982896	-0.587847332938513	8.05103931944445
rno-miR-16-5p	0.0158330618610986	0.00457399564876181	-4.80887227507147	-2.88214493636512	0.332072094842408	8.38795178611111
rno-miR-211-3p	0.0291703958678453	0.0110199273278527	-3.89227422896406	-2.91418367977274	0.94557572064801	4.15912746666667
rno-miR-29c-3p	0.0293407951156896	0.0114103092116571	3.85842133510336	-3.02317530951582	-1.04672681214476	5.57353471944444
rno-miR-1b	0.0198204586500888	0.00660681955002961	4.41042285303208	-3.09456123791785	-2.55975128176453	8.57639521111111
rno-miR-30d-5p	0.0357089898103306	0.0147569047242618	3.61342568657662	-3.29151639652141	-1.3999364699017	3.448537905
rno-miR-27b-3p	0.0357089898103306	0.0150771290310285	-3.5933697577037	-3.38577338431345	0.491594081943084	6.10744129444444
rno-miR-3473	0.042615560153835	0.01894024895726	-3.3838029730057	-3.64467180552909	2.08009512281682	4.69092935277778
rno-miR-188-5p	0.0476459896642917	0.0220382819454561	-3.24803660696649	-3.70931789509981	0.560443524277372	5.08086286111111
rno-miR-324-3p	0.0476459896642917	0.0222347951766695	-3.24016115668535	-3.71272783547511	0.410044335822847	4.28540006666667
rno-miR-133b-3p	0.0393844981266222	0.0170666158548696	3.47871072003448	-3.80784133653557	-2.90750312658939	7.16454771944444
rno-miR-29a-3p	0.0294687761453361	0.0117875104581344	3.82694674442803	-3.83869691910315	-0.486951015895808	8.16306363611111
rno-miR-1224	0.0241215280025005	0.00884456026758351	-4.11013598206306	-3.92164916590168	0.474819630245655	8.56988119444445
rno-miR-92a-3p	0.0608561829239095	0.0290757318414234	3.00615660610678	-4.09757736272145	-0.39459747838585	2.95436631388889
rno-miR-25-3p	0.0689217973518953	0.0336951009275932	-2.88060539288628	-4.23913689829179	0.495576959219998	3.01641492777778
rno-miR-466b-5p	0.0862025965928324	0.0431012982964162	2.67534031901773	-4.50439044390312	-1.02825659328182	3.87521115
rno-miR-15b-5p	0.0971531538223955	0.0496560563981133	-2.5595541176601	-4.58582789799361	0.701809162759192	5.25880911666667
rno-miR-378b	0.100071728626534	0.0522596805049675	2.51812269435463	-4.66125700057464	-1.1051834259247	5.60748309166667
rno-miR-181a-5p	0.113478828217525	0.0617829175850972	-2.38365548064466	-4.84497284602201	0.776290014412773	4.59265599722222
rno-miR-26b-5p	0.101073098320318	0.0539056524375028	2.49307219216599	-4.84817578123622	-0.322993325836685	6.218677025
rno-miR-181b-5p	0.119542063726815	0.0677405027785287	-2.31045760788139	-4.94219518016507	0.585806815466277	4.16441829444444
rno-miR-100-5p	0.119542063726815	0.0676756397441396	-2.31121680587895	-5.0040648985847	0.575616566748431	6.02332711111111
rno-miR-27a-3p	0.121338144876648	0.0704734163170231	-2.27915761510641	-5.0217823209075	0.398845974451635	5.79100205277778
rno-miR-151-5p	0.121338144876648	0.071454685316248	2.26823455518121	-5.13815737647574	-0.237423740481845	6.27072506111111
rno-miR-483-5p	0.142404584788316	0.0854427508729897	-2.12786353224956	-5.14184433762413	0.288248576272211	4.29852028333333
rno-miR-328a-5p	0.145810946012813	0.0891066892300522	-2.09510454822447	-5.36693967831811	1.02459295895152	2.57794819666667
rno-miR-500-3p	0.175231566213196	0.112927009337393	1.91141581360082	-5.58309108803922	-0.538806299713143	5.98323982777778
rno-miR-34a-5p	0.199837165855508	0.133224777237005	-1.78404740633634	-5.6485500134967	0.608643412977901	5.65931421666667
rno-miR-341	0.206050660813672	0.141946010782752	-1.73527203957569	-5.73918143034268	0.712715360049752	3.52407385277778
rno-miR-327	0.204120513859014	0.138348348282221	-1.75501660455693	-5.76489758348056	1.11342745037036	2.43149127388889
rno-miR-10a-5p	0.233993398312869	0.166395305466929	1.61302961669704	-5.80574576756223	-0.401084114394809	4.34178928888889
rno-miR-1896	0.171590340165858	0.108673882105043	1.94107128721628	-5.84014196198979	-0.357506370139415	7.43221728611111
rno-miR-494-3p	0.233993398312869	0.165233376406304	-1.61842345884521	-5.90359543272296	0.701387420459856	2.77639457777778
rno-miR-24-3p	0.159857078462023	0.099466626598592	-2.00960652331881	-6.07955437274596	0.237361177993194	7.98286010277778
rno-miR-106b-5p	0.309242967261221	0.223342143021993	-1.38543180099338	-6.11897590323569	0.267494690076631	3.66522049444444
rno-miR-130a-3p	0.321494676121993	0.235762762489461	-1.34322337828831	-6.24102520979774	0.157921727866144	5.96918933611111
rno-miR-3588	0.199837165855508	0.13282318349171	1.78637034747639	-6.35167600337081	-0.650899398441988	8.24429272777778
rno-miR-652-5p	0.349111959701794	0.267652502438042	1.24358860333143	-6.42268273078783	-0.290745771936195	6.34910730277778
rno-miR-23a-3p	0.393557165315584	0.306100017467676	-1.13679878885458	-6.59988422931655	0.174271401635973	6.37884028333333
rno-miR-98-5p	0.52475988490687	0.435687733246585	-0.845365254347344	-6.66112580854739	0.181315397935372	4.14656053888889
rno-miR-146a-5p	0.52475988490687	0.437299904089058	-0.842205539067998	-6.66201313584437	0.167111642972497	4.85431299722222
rno-miR-6216	0.501642744988584	0.406888004268518	-0.903380833724156	-6.66493325593413	0.302294722952553	5.54789745833333
rno-miR-26a-5p	0.328113410459335	0.244262205564172	1.31551431848683	-6.71070847685712	-0.13166849419428	7.46530882777778
rno-miR-20a-5p	0.570905069461633	0.482097614212046	0.757681353201367	-6.73747324463948	-0.15973069293381	5.13712336666667
rno-miR-361-5p	0.476383676599078	0.381106941279262	0.958112266063651	-6.74280625088805	-0.0996911416541306	2.73497848888889
rno-miR-1306-3p	0.617811760756407	0.540283622694844	0.655870545249358	-6.86923467191155	-0.316764449757414	6.0912569
rno-miR-1949	0.667656798239794	0.593472709546483	0.568967180759863	-6.87736997984746	-0.133767521903178	3.71824523611111
rno-miR-652-3p	0.786865742850749	0.734408026660699	0.358352322719974	-6.94886124206266	-0.0788703028275739	4.55830851666667
rno-miR-181d-5p	0.774018489479146	0.705216845969888	0.400162755241551	-6.98606895031467	-0.0698964764610661	3.96075958888889
rno-miR-210-3p	0.877584565574373	0.848331746721894	0.201165025293004	-7.0197825427219	-0.0464555345658519	4.26687084444444
rno-miR-465-5p	0.759202240754823	0.683282016679341	0.432117994376999	-7.0234320722921	-0.174295634252639	4.72782229166667
rno-miR-3562	0.783756533021654	0.722797691564415	0.374889881784825	-7.04636275142814	-0.173120805122573	5.09303236666667
rno-miR-290	0.792213453662858	0.757003966833397	0.326486745974317	-7.0523245753392	-0.0864181711630625	5.79854741944444
rno-miR-352	0.792213453662858	0.752419953817416	-0.332918792655373	-7.10682527442439	0.0531966616387813	3.06328251666667
rno-miR-382-5p	0.935643367320117	0.922398139069199	0.102317960404391	-7.12984017432975	-0.0413126884244237	4.57575232777778
rno-miR-143-3p	0.614498630251784	0.525737716993193	-0.680591689282107	-7.21019942176021	0.124314300071028	6.99431611666667
rno-miR-342-3p	0.987940658825469	0.987940658825469	0.0158679337080559	-7.22561816224538	-0.00295901574305635	2.64176903055556
rno-miR-149-3p	0.935643367320117	0.925247329905449	-0.0985464689350373	-7.22969468866427	0.0209257394167213	2.98783640555556
rno-miR-99a-5p	0.617811760756407	0.542301434441735	-0.652476184257649	-7.56028083910586	0.0594511988658368	7.87594966944444
rno-let-7d-5p	0.338602354375791	0.25583288997282	1.27918509671838	-7.63903944387209	-0.0643610104400594	8.89608355555555
rno-let-7f-5p	0.440267895207949	0.347322450664049	1.03456600345965	-7.94066405605531	-0.0351189955717146	8.92292188888889
